Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
FAM46C	ENST00000369448.3	family with sequence similarity 46, member C 	74	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
ODF2L	ENST00000370566.3	outer dense fiber of sperm tails 2-like 	149	1	0	0	1	1	mmu-miR-370-3p				0	-0.07	N/A
IP6K1	ENST00000468463.1	inositol hexakisphosphate kinase 1 	406	0	0	0	0	0	mmu-miR-370-3p				0	-0.07	N/A
SYT7	ENST00000263846.4	synaptotagmin VII 	192	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
VPS13A	ENST00000360280.3	vacuolar protein sorting 13 homolog A (S. cerevisiae) 	110	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
RAB40B	ENST00000571995.1	RAB40B, member RAS oncogene family 	495	1	0	0	1	0	mmu-miR-370-3p				0	-0.14	N/A
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	0	0	0	0	1	mmu-miR-370-3p				0	-0.10	N/A
NFYB	ENST00000240055.3	nuclear transcription factor Y, beta 	375	1	1	0	0	1	mmu-miR-370-3p				0	-0.20	N/A
RBM23	ENST00000555209.1	RNA binding motif protein 23 	1540	1	0	1	0	1	mmu-miR-370-3p				0	-0.10	N/A
FTO	ENST00000471389.1	fat mass and obesity associated 	240	2	0	1	1	4	mmu-miR-370-3p				0	-0.14	N/A
FUT4	ENST00000358752.2	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific) 	354	2	0	0	2	0	mmu-miR-370-3p				0	-0.11	N/A
TIFA	ENST00000361717.3	TRAF-interacting protein with forkhead-associated domain 	400	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
METTL10	ENST00000368836.2	methyltransferase like 10 	919	1	0	0	1	0	mmu-miR-370-3p				0	-0.16	N/A
LRBA	ENST00000535741.1	LPS-responsive vesicle trafficking, beach and anchor containing 	603	1	0	0	1	1	mmu-miR-370-3p				0	-0.07	N/A
SLC38A9	ENST00000396865.2	solute carrier family 38, member 9 	156	1	0	1	0	0	mmu-miR-370-3p				0	-0.06	N/A
KIAA0101	ENST00000558008.1	KIAA0101 	6821	1	0	0	1	0	mmu-miR-370-3p				0	-0.17	N/A
MCM5	ENST00000216122.4	minichromosome maintenance complex component 5 	2838	1	0	0	1	0	mmu-miR-370-3p				0	-0.11	N/A
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	2	0	1	1	0	mmu-miR-370-3p				0	-0.03	N/A
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	0	0	1	1	mmu-miR-370-3p				0	-0.06	N/A
TMEM200C	ENST00000581347.2	transmembrane protein 200C 	54	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
CYB5B	ENST00000512062.1	cytochrome b5 type B (outer mitochondrial membrane) 	2472	2	2	0	0	1	mmu-miR-370-3p				0	-0.28	N/A
TSPAN14	ENST00000429989.3	tetraspanin 14 	239	1	0	1	0	0	mmu-miR-370-3p				0	-0.13	N/A
TAF12	ENST00000373824.4	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa 	183	1	0	1	0	0	mmu-miR-370-3p				0	-0.10	N/A
TTF2	ENST00000369466.4	transcription termination factor, RNA polymerase II 	837	1	0	0	1	0	mmu-miR-370-3p				0	-0.03	N/A
CMTM8	ENST00000307526.3	CKLF-like MARVEL transmembrane domain containing 8 	541	1	0	0	1	0	mmu-miR-370-3p				0	-0.03	N/A
LSM3	ENST00000306024.3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	304	1	0	0	1	0	mmu-miR-370-3p				0	-0.05	N/A
ANAPC7	ENST00000455511.3	anaphase promoting complex subunit 7 	819	0	0	0	0	0	mmu-miR-370-3p				0	-0.13	N/A
MAPK6	ENST00000261845.5	mitogen-activated protein kinase 6 	24	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
TAPT1	ENST00000405303.2	transmembrane anterior posterior transformation 1 	105	1	0	0	1	0	mmu-miR-370-3p				0	-0.05	N/A
TIGD5	ENST00000504548.2	tigger transposable element derived 5 	823	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
RPL11	ENST00000374550.3	ribosomal protein L11 	9383	1	0	1	0	0	mmu-miR-370-3p				0	-0.18	N/A
VPS18	ENST00000220509.5	vacuolar protein sorting 18 homolog (S. cerevisiae) 	295	3	0	2	1	7	mmu-miR-370-3p				0	-0.05	N/A
COPS3	ENST00000539941.2	COP9 signalosome subunit 3 	3495	1	1	0	0	0	mmu-miR-370-3p				0	-0.33	N/A
INPP4A	ENST00000409016.4	inositol polyphosphate-4-phosphatase, type I, 107kDa 	387	1	0	0	1	0	mmu-miR-370-3p				0	-0.04	N/A
ATP5S	ENST00000245448.6	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B) 	310	1	0	1	0	0	mmu-miR-370-3p				0	-0.11	N/A
FAM179A	ENST00000379558.4	family with sequence similarity 179, member A 	21	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
FRZB	ENST00000295113.4	frizzled-related protein 	43	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
RHPN1	ENST00000289013.6	rhophilin, Rho GTPase binding protein 1 	97	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
KB-1507C5.2	ENST00000524007.1	HCG15011, isoform CRA_a; Protein LOC100996457  	103	1	0	0	1	0	mmu-miR-370-3p				0	-0.17	N/A
SNRNP35	ENST00000526639.2	small nuclear ribonucleoprotein 35kDa (U11/U12) 	238	1	0	1	0	0	mmu-miR-370-3p				0	-0.07	N/A
DCAF17	ENST00000375255.3	DDB1 and CUL4 associated factor 17 	49	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
OTUB2	ENST00000203664.5	OTU domain, ubiquitin aldehyde binding 2 	110	2	0	1	1	0	mmu-miR-370-3p				0	-0.03	N/A
ESCO1	ENST00000269214.5	establishment of sister chromatid cohesion N-acetyltransferase 1 	94	1	0	0	1	2	mmu-miR-370-3p				0	-0.07	N/A
EVX1	ENST00000222761.3	even-skipped homeobox 1 	7	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
EIF2S1	ENST00000256383.4	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa 	3360	1	0	0	1	0	mmu-miR-370-3p				0	-0.02	N/A
ATP5G3	ENST00000284727.4	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) 	7944	1	0	0	1	0	mmu-miR-370-3p				0	-0.18	N/A
BNC2	ENST00000380672.4	basonuclin 2 	770	3	1	1	1	0	mmu-miR-370-3p				0	-0.07	N/A
FAM107B	ENST00000378470.1	family with sequence similarity 107, member B 	403	1	0	1	0	0	mmu-miR-370-3p				0	-0.14	N/A
ZNF449	ENST00000339249.4	zinc finger protein 449 	345	1	0	0	1	0	mmu-miR-370-3p				0	-0.08	N/A
TMEM168	ENST00000312814.6	transmembrane protein 168 	195	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
SLC35G1	ENST00000371408.3	solute carrier family 35, member G1 	227	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	0	0	0	0	2	mmu-miR-370-3p				0	-0.02	N/A
TMC2	ENST00000358864.1	transmembrane channel-like 2 	5	1	0	0	1	1	mmu-miR-370-3p				0	-0.07	N/A
SMIM12	ENST00000521580.2	small integral membrane protein 12 	1091	1	0	0	1	1	mmu-miR-370-3p				0	-0.04	N/A
NDC1	ENST00000540001.1	NDC1 transmembrane nucleoporin 	371	2	1	0	1	1	mmu-miR-370-3p				0	-0.04	N/A
SLC38A7	ENST00000570101.1	solute carrier family 38, member 7 	635	1	0	0	1	0	mmu-miR-370-3p				0	-0.11	N/A
MRRF	ENST00000344641.3	mitochondrial ribosome recycling factor 	85	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
SLC35F5	ENST00000245680.2	solute carrier family 35, member F5 	136	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	1	0	0	2	mmu-miR-370-3p				0	-0.03	N/A
DDN	ENST00000421952.2	dendrin 	27	1	0	0	1	2	mmu-miR-370-3p				0	-0.01	N/A
PAX6	ENST00000419022.1	paired box 6 	191	1	1	0	0	1	mmu-miR-370-3p				0	-0.07	N/A
TMEM218	ENST00000532156.1	transmembrane protein 218 	553	1	0	0	1	0	mmu-miR-370-3p				0	-0.13	N/A
TRIM13	ENST00000378182.3	tripartite motif containing 13 	139	1	1	0	0	1	mmu-miR-370-3p				0	-0.03	N/A
TSKU	ENST00000333090.4	tsukushi, small leucine rich proteoglycan 	293	2	0	1	1	0	mmu-miR-370-3p				0	-0.05	N/A
RNF40	ENST00000324685.6	ring finger protein 40, E3 ubiquitin protein ligase 	773	2	0	1	1	1	mmu-miR-370-3p				0	-0.10	N/A
LNPEP	ENST00000231368.5	leucyl/cystinyl aminopeptidase 	28	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
NSUN3	ENST00000314622.4	NOP2/Sun domain family, member 3 	220	0	0	0	0	0	mmu-miR-370-3p				0	-0.04	N/A
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	0	1	0	mmu-miR-370-3p				0	-0.05	N/A
EXO1	ENST00000518483.1	exonuclease 1 	1028	1	1	0	0	0	mmu-miR-370-3p				0	-0.04	N/A
CCDC174	ENST00000383794.3	coiled-coil domain containing 174 	107	1	0	1	0	2	mmu-miR-370-3p				0	-0.03	N/A
GAPVD1	ENST00000470056.1	GTPase activating protein and VPS9 domains 1 	1805	2	0	1	1	3	mmu-miR-370-3p				0	-0.03	N/A
ADRBK2	ENST00000324198.6	adrenergic, beta, receptor kinase 2 	215	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
PHKG2	ENST00000563588.1	phosphorylase kinase, gamma 2 (testis) 	283	2	0	0	2	1	mmu-miR-370-3p				0	-0.04	N/A
ARID2	ENST00000457135.1	AT rich interactive domain 2 (ARID, RFX-like) 	891	1	0	0	1	0	mmu-miR-370-3p				0	-0.12	N/A
MRPS18C	ENST00000295491.4	mitochondrial ribosomal protein S18C 	1758	1	1	0	0	0	mmu-miR-370-3p				0	-0.74	N/A
CTNNBL1	ENST00000361383.6	catenin, beta like 1 	206	1	0	1	0	1	mmu-miR-370-3p				0	-0.09	N/A
NSL1	ENST00000422588.2	NSL1, MIS12 kinetochore complex component 	180	1	0	1	0	3	mmu-miR-370-3p				0	-0.07	N/A
TIGD2	ENST00000317005.2	tigger transposable element derived 2 	132	1	0	0	1	0	mmu-miR-370-3p				0	-0.10	N/A
TCOF1	ENST00000323668.7	Treacher Collins-Franceschetti syndrome 1 	325	1	0	0	1	1	mmu-miR-370-3p				0	-0.07	N/A
SMDT1	ENST00000331479.3	single-pass membrane protein with aspartate-rich tail 1 	567	1	0	1	0	0	mmu-miR-370-3p				0	-0.20	N/A
ARHGEF5	ENST00000056217.5	Rho guanine nucleotide exchange factor (GEF) 5 	200	1	0	1	0	0	mmu-miR-370-3p				0	-0.09	N/A
GEMIN4	ENST00000319004.5	gem (nuclear organelle) associated protein 4 	339	3	0	2	1	0	mmu-miR-370-3p				0	-0.14	N/A
LMO4	ENST00000370544.5	LIM domain only 4 	294	1	0	1	0	1	mmu-miR-370-3p				0	-0.10	N/A
TUBD1	ENST00000346141.6	tubulin, delta 1 	157	1	0	1	0	0	mmu-miR-370-3p				0	-0.18	N/A
SESTD1	ENST00000428443.3	SEC14 and spectrin domains 1 	478	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
PLCB4	ENST00000378493.1	phospholipase C, beta 4 	34	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
RNF19B	ENST00000356990.5	ring finger protein 19B 	45	1	0	0	1	0	mmu-miR-370-3p				0	-0.03	N/A
LIG3	ENST00000378526.4	ligase III, DNA, ATP-dependent 	554	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
CALU	ENST00000535011.2	calumenin 	3079	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
C16orf72	ENST00000327827.7	chromosome 16 open reading frame 72 	379	1	0	0	1	1	mmu-miR-370-3p				0	-0.12	N/A
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	1	0	1	0	1	mmu-miR-370-3p				0	-0.06	N/A
ANTXR1	ENST00000409829.3	anthrax toxin receptor 1 	571	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
MCM3AP	ENST00000397708.1	minichromosome maintenance complex component 3 associated protein 	240	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
SSBP2	ENST00000320672.4	single-stranded DNA binding protein 2 	1996	3	0	2	1	0	mmu-miR-370-3p				0	-0.06	N/A
SMNDC1	ENST00000369603.5	survival motor neuron domain containing 1 	949	1	0	0	1	0	mmu-miR-370-3p				0	-0.03	N/A
RSU1	ENST00000377921.3	Ras suppressor protein 1 	10596	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
PPIC	ENST00000306442.4	peptidylprolyl isomerase C (cyclophilin C) 	1030	1	0	1	0	0	mmu-miR-370-3p				0	-0.13	N/A
CLEC16A	ENST00000409790.1	C-type lectin domain family 16, member A 	108	1	1	0	0	2	mmu-miR-370-3p				0	-0.03	N/A
THBS2	ENST00000366787.3	thrombospondin 2 	372	1	1	0	0	0	mmu-miR-370-3p				0	-0.03	N/A
WDR72	ENST00000396328.1	WD repeat domain 72 	77	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
PPIP5K2	ENST00000321521.9	diphosphoinositol pentakisphosphate kinase 2 	203	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
SUPT7L	ENST00000337768.5	suppressor of Ty 7 (S. cerevisiae)-like 	1145	1	1	0	0	0	mmu-miR-370-3p				0	-0.11	N/A
PIP4K2B	ENST00000269554.3	phosphatidylinositol-5-phosphate 4-kinase, type II, beta 	148	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
NAT10	ENST00000257829.3	N-acetyltransferase 10 (GCN5-related) 	132	1	1	0	0	0	mmu-miR-370-3p				0	-0.03	N/A
CEP57	ENST00000325542.5	centrosomal protein 57kDa 	289	1	0	1	0	0	mmu-miR-370-3p				0	-0.04	N/A
QSOX1	ENST00000367602.3	quiescin Q6 sulfhydryl oxidase 1 	9246	1	0	1	0	3	mmu-miR-370-3p				0	-0.13	N/A
RBM12B	ENST00000399300.2	RNA binding motif protein 12B 	143	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
STEAP3	ENST00000409811.1	STEAP family member 3, metalloreductase 	160	1	0	0	1	0	mmu-miR-370-3p				0	-0.02	N/A
TMEM199	ENST00000292114.3	transmembrane protein 199 	739	1	0	0	1	0	mmu-miR-370-3p				0	-0.11	N/A
SNAPC3	ENST00000380821.3	small nuclear RNA activating complex, polypeptide 3, 50kDa 	2406	1	0	0	1	1	mmu-miR-370-3p				0	-0.08	N/A
VEZT	ENST00000436874.1	vezatin, adherens junctions transmembrane protein 	1054	1	0	0	1	2	mmu-miR-370-3p				0	-0.14	N/A
CASP9	ENST00000546424.1	caspase 9, apoptosis-related cysteine peptidase 	390	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
EIF5	ENST00000216554.3	eukaryotic translation initiation factor 5 	970	1	0	0	1	0	mmu-miR-370-3p				0	-0.02	N/A
ACTC1	ENST00000290378.4	actin, alpha, cardiac muscle 1 	164	1	1	0	0	0	mmu-miR-370-3p				0	-0.04	N/A
ANKRD28	ENST00000399451.2	ankyrin repeat domain 28 	798	1	0	1	0	0	mmu-miR-370-3p				0	-0.14	N/A
BCL9L	ENST00000334801.3	B-cell CLL/lymphoma 9-like 	91	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
SREK1	ENST00000334121.6	splicing regulatory glutamine/lysine-rich protein 1 	316	1	0	0	1	1	mmu-miR-370-3p				0	-0.04	N/A
ABCG8	ENST00000272286.2	ATP-binding cassette, sub-family G (WHITE), member 8 	197	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
TMEM151A	ENST00000327259.4	transmembrane protein 151A 	163	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
STX3	ENST00000535361.1	syntaxin 3 	564	1	1	0	0	0	mmu-miR-370-3p				0	-0.07	N/A
IGFBP4	ENST00000269593.4	insulin-like growth factor binding protein 4 	4053	0	0	0	0	0	mmu-miR-370-3p				0	-0.17	N/A
CABLES1	ENST00000256925.7	Cdk5 and Abl enzyme substrate 1 	341	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
ABRACL	ENST00000367660.3	ABRA C-terminal like 	3336	1	0	0	1	0	mmu-miR-370-3p				0	-0.11	N/A
TAX1BP1	ENST00000396319.2	Tax1 (human T-cell leukemia virus type I) binding protein 1 	1251	1	1	0	0	0	mmu-miR-370-3p				0	-0.08	N/A
ANGPT4	ENST00000381922.3	angiopoietin 4 	5	5	2	2	1	2	mmu-miR-370-3p				0	-0.63	N/A
CDC37L1	ENST00000381854.3	cell division cycle 37-like 1 	280	1	0	0	1	1	mmu-miR-370-3p				0	-0.06	N/A
TRAPPC4	ENST00000533632.1	trafficking protein particle complex 4 	649	1	0	0	1	0	mmu-miR-370-3p				0	-0.14	N/A
AIFM1	ENST00000535724.1	apoptosis-inducing factor, mitochondrion-associated, 1 	2582	1	0	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
ABCG1	ENST00000398457.2	ATP-binding cassette, sub-family G (WHITE), member 1 	64	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
AFF3	ENST00000409236.2	AF4/FMR2 family, member 3 	296	1	1	0	0	0	mmu-miR-370-3p				0	-0.03	N/A
IRF1	ENST00000245414.4	interferon regulatory factor 1 	266	0	0	0	0	0	mmu-miR-370-3p				0	-0.02	N/A
TTC39A	ENST00000530004.1	tetratricopeptide repeat domain 39A 	174	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
PFKM	ENST00000312352.7	phosphofructokinase, muscle 	7010	2	0	0	2	2	mmu-miR-370-3p				0	-0.32	N/A
COX15	ENST00000016171.5	cytochrome c oxidase assembly homolog 15 (yeast) 	984	1	0	1	0	2	mmu-miR-370-3p				0	-0.02	N/A
CCDC59	ENST00000256151.7	coiled-coil domain containing 59 	140	1	0	1	0	0	mmu-miR-370-3p				0	-0.04	N/A
SLC25A32	ENST00000297578.4	solute carrier family 25 (mitochondrial folate carrier), member 32 	554	4	0	1	3	0	mmu-miR-370-3p				0	-0.16	N/A
ARGFX	ENST00000334384.3	arginine-fifty homeobox 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.52	N/A
UQCRB	ENST00000287022.5	ubiquinol-cytochrome c reductase binding protein 	1173	1	0	0	1	2	mmu-miR-370-3p				0	-0.03	N/A
ANP32B	ENST00000339399.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	1003	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
TTC37	ENST00000358746.2	tetratricopeptide repeat domain 37 	296	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
TPM3	ENST00000368531.2	tropomyosin 3 	669	1	0	0	1	0	mmu-miR-370-3p				0	-0.06	N/A
PAK4	ENST00000599386.1	p21 protein (Cdc42/Rac)-activated kinase 4 	130	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
KIAA0195	ENST00000314256.7	KIAA0195 	810	1	1	0	0	0	mmu-miR-370-3p				0	-0.07	N/A
SUPT3H	ENST00000371460.1	suppressor of Ty 3 homolog (S. cerevisiae) 	175	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
VAPA	ENST00000400000.2	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa 	2926	1	0	0	1	1	mmu-miR-370-3p				0	-0.08	N/A
ALX1	ENST00000316824.3	ALX homeobox 1 	37	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
MAGI3	ENST00000307546.9	membrane associated guanylate kinase, WW and PDZ domain containing 3 	70	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
JDP2	ENST00000435893.2	Jun dimerization protein 2 	110	1	0	0	1	1	mmu-miR-370-3p				0	-0.02	N/A
TAF1B	ENST00000263663.5	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa 	214	1	0	0	1	0	mmu-miR-370-3p				0	-0.12	N/A
RNF126	ENST00000292363.5	ring finger protein 126 	658	1	0	1	0	0	mmu-miR-370-3p				0	-0.09	N/A
GRK5	ENST00000392870.2	G protein-coupled receptor kinase 5 	337	2	0	0	2	0	mmu-miR-370-3p				0	-0.04	N/A
SMC2	ENST00000374793.3	structural maintenance of chromosomes 2 	212	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
SCO1	ENST00000255390.5	SCO1 cytochrome c oxidase assembly protein 	1776	1	1	0	0	0	mmu-miR-370-3p				0	-0.07	N/A
USP31	ENST00000219689.7	ubiquitin specific peptidase 31 	214	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
PRCD	ENST00000592014.1	progressive rod-cone degeneration 	5	1	1	0	0	1	mmu-miR-370-3p				0	-0.41	N/A
AC106017.1	ENST00000436914.1	Uncharacterized protein  	5	2	0	0	2	0	mmu-miR-370-3p				0	-0.38	N/A
NLN	ENST00000380985.5	neurolysin (metallopeptidase M3 family) 	885	2	0	2	0	0	mmu-miR-370-3p				0	-0.13	N/A
CDC6	ENST00000209728.4	cell division cycle 6 	772	0	0	0	0	0	mmu-miR-370-3p				0	-0.02	N/A
G6PC	ENST00000253801.2	glucose-6-phosphatase, catalytic subunit 	5	3	1	1	1	1	mmu-miR-370-3p				0	-0.42	N/A
BMP10	ENST00000295379.1	bone morphogenetic protein 10 	5	4	0	2	2	1	mmu-miR-370-3p				0	-0.38	N/A
FAF1	ENST00000396153.2	Fas (TNFRSF6) associated factor 1 	428	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
TM9SF3	ENST00000371142.4	transmembrane 9 superfamily member 3 	1030	1	0	1	0	0	mmu-miR-370-3p				0	-0.07	N/A
IDH3A	ENST00000299518.2	isocitrate dehydrogenase 3 (NAD+) alpha 	915	1	0	0	1	0	mmu-miR-370-3p				0	-0.12	N/A
GDAP2	ENST00000369443.5	ganglioside induced differentiation associated protein 2 	656	1	0	0	1	1	mmu-miR-370-3p				0	-0.03	N/A
ASCC1	ENST00000342444.4	activating signal cointegrator 1 complex subunit 1 	293	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
B3GNT3	ENST00000318683.6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.38	N/A
PHF21A	ENST00000257821.4	PHD finger protein 21A 	301	1	0	0	1	3	mmu-miR-370-3p				0	-0.01	N/A
CRLS1	ENST00000378863.4	cardiolipin synthase 1 	4205	1	0	0	1	0	mmu-miR-370-3p				0	-0.17	N/A
MMAB	ENST00000545712.2	methylmalonic aciduria (cobalamin deficiency) cblB type 	2107	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
TPBG	ENST00000369750.3	trophoblast glycoprotein 	170	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
CKAP4	ENST00000378026.4	cytoskeleton-associated protein 4 	1923	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
ASB6	ENST00000277459.4	ankyrin repeat and SOCS box containing 6 	725	1	1	0	0	0	mmu-miR-370-3p				0	-0.29	N/A
CTSH	ENST00000220166.5	cathepsin H 	1101	1	0	1	0	1	mmu-miR-370-3p				0	-0.13	N/A
CIB1	ENST00000328649.6	calcium and integrin binding 1 (calmyrin) 	10254	1	1	0	0	0	mmu-miR-370-3p				0	-0.45	N/A
DNAJC10	ENST00000264065.7	DnaJ (Hsp40) homolog, subfamily C, member 10 	709	1	0	0	1	0	mmu-miR-370-3p				0	-0.05	N/A
C2orf68	ENST00000306336.5	chromosome 2 open reading frame 68 	565	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
HERPUD1	ENST00000379792.2	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 	804	0	0	0	0	0	mmu-miR-370-3p				0	-0.10	N/A
AQP6	ENST00000315520.5	aquaporin 6, kidney specific 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.31	N/A
ECHDC3	ENST00000379215.4	enoyl CoA hydratase domain containing 3 	315	2*	0	1	0	0	mmu-miR-370-3p				0	-0.05	N/A
AGTPBP1	ENST00000376083.3	ATP/GTP binding protein 1 	187	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
TRIP4	ENST00000261884.3	thyroid hormone receptor interactor 4 	143	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
RYBP	ENST00000477973.2	RING1 and YY1 binding protein 	342	1	0	0	1	0	mmu-miR-370-3p				0	-0.04	N/A
TIMM10	ENST00000257245.4	translocase of inner mitochondrial membrane 10 homolog (yeast) 	2518	2	0	2	0	0	mmu-miR-370-3p				0	-0.16	N/A
MCTS1	ENST00000371317.5	malignant T cell amplified sequence 1 	6611	1	0	1	0	0	mmu-miR-370-3p				0	-0.18	N/A
ITGA1	ENST00000282588.6	integrin, alpha 1 	400	2	0	2	0	1	mmu-miR-370-3p				0	-0.04	N/A
SLC35F6	ENST00000344420.5	solute carrier family 35, member F6 	272	1	0	1	0	0	mmu-miR-370-3p				0	-0.10	N/A
SMC1A	ENST00000322213.4	structural maintenance of chromosomes 1A 	1626	1	0	0	1	0	mmu-miR-370-3p				0	-0.06	N/A
CYB5R4	ENST00000369681.5	cytochrome b5 reductase 4 	329	2*	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
FNDC5	ENST00000496770.1	fibronectin type III domain containing 5 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.29	N/A
G6PC3	ENST00000269097.4	glucose 6 phosphatase, catalytic, 3 	429	2	0	1	1	1	mmu-miR-370-3p				0	-0.09	N/A
UBD	ENST00000377050.4	ubiquitin D 	112	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
NTPCR	ENST00000366628.5	nucleoside-triphosphatase, cancer-related 	2755	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
GNB1L	ENST00000329517.6	guanine nucleotide binding protein (G protein), beta polypeptide 1-like 	210	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
MKKS	ENST00000347364.3	McKusick-Kaufman syndrome 	543	1	0	0	1	0	mmu-miR-370-3p				0	-0.04	N/A
PSTPIP2	ENST00000409746.5	proline-serine-threonine phosphatase interacting protein 2 	215	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
ZADH2	ENST00000322342.3	zinc binding alcohol dehydrogenase domain containing 2 	207	1	0	1	0	2	mmu-miR-370-3p				0	-0.02	N/A
TP53TG5	ENST00000372726.3	TP53 target 5 	5	2	1	1	0	0	mmu-miR-370-3p				0	-0.28	N/A
LAPTM5	ENST00000294507.3	lysosomal protein transmembrane 5 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.30	N/A
