Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PCP4L1	ENST00000504449.1	Purkinje cell protein 4 like 1 	23	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.30	-0.40	0.87	2011
WNT9B	ENST00000290015.2	wingless-type MMTV integration site family, member 9B 	28	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.30	-0.37	0.96	NULL
RNF44	ENST00000274811.4	ring finger protein 44 	1623	1	0	0	1	0	0	0	0	0	mmu-let-7i-5p				-0.30	-0.30	0.95	2005, 2007, 2009, 2011
RRP1B	ENST00000340648.4	ribosomal RNA processing 1B 	314	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.30	-0.30	0.89	2007, 2009, 2011
GALNT15	ENST00000339732.5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15 	114	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.30	-0.35	0.94	2005, 2007, 2009, 2011
AC023632.1	ENST00000391679.1	HCG2009141; PRO2397; Uncharacterized protein  	5	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.30	-0.30	0.68	NULL
ZBTB39	ENST00000300101.2	zinc finger and BTB domain containing 39 	7	1	1	0	0	1	0	1	0	1	mmu-let-7d-5p				-0.30	-0.30	0.95	2007, 2009, 2011
STRBP	ENST00000447404.2	spermatid perinuclear RNA binding protein 	575	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.30	-0.41	0.90	2005, 2007, 2009, 2011
CPED1	ENST00000310396.5	cadherin-like and PC-esterase domain containing 1 	77	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.30	-0.30	0.86	2005, 2007, 2009, 2011
ASAP1	ENST00000357668.1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 	185	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.30	-0.30	0.73	2005, 2007
GRAMD1C	ENST00000358160.4	GRAM domain containing 1C 	12	1	0	0	1	0	0	0	0	0	mmu-let-7i-5p				-0.29	-0.29	0.87	2009, 2011
NRK	ENST00000243300.9	Nik related kinase 	5	1	0	0	1	0	0	0	0	0	mmu-let-7i-5p				-0.29	-0.29	0.84	2005, 2007, 2009, 2011
SALL3	ENST00000575389.2	sal-like 3 (Drosophila) 	64	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.29	-0.47	0.93	NULL
DLST	ENST00000334220.4	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) 	64	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.29	-0.29	0.95	2005, 2007, 2009, 2011
ARHGEF15	ENST00000361926.3	Rho guanine nucleotide exchange factor (GEF) 15 	5	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.29	-0.29	0.94	2005, 2007, 2009, 2011
LOXL4	ENST00000260702.3	lysyl oxidase-like 4 	299	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p				-0.29	-0.29	0.90	2005, 2007, 2009, 2011
PTAR1	ENST00000377200.5	protein prenyltransferase alpha subunit repeat containing 1 	161	1	0	0	1	0	0	0	0	3	mmu-let-7d-5p				-0.29	-0.39	0.89	2009, 2011
CRK	ENST00000398970.5	v-crk avian sarcoma virus CT10 oncogene homolog 	1841	1	0	0	1	0	0	0	0	0	mmu-miR-98-5p				-0.29	-0.29	0.74	NULL
LRRC8B	ENST00000330947.2	leucine rich repeat containing 8 family, member B 	326	1	0	1	0	1	0	1	0	0	mmu-let-7f-5p				-0.29	-0.30	0.73	2011
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	1	1	0	0	5	1	2	2	0	mmu-let-7d-5p				-0.29	-0.95	0.96	2011
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.29	-0.29	0.92	2011
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.88	2005, 2007, 2009, 2011
BET1L	ENST00000325147.9	Bet1 golgi vesicular membrane trafficking protein-like 	702	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.29	-0.35	< 0.1	NULL
PCDH19	ENST00000420881.2	protocadherin 19 	7	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.29	-0.29	0.85	2007, 2009, 2011
KCNJ3	ENST00000295101.2	potassium inwardly-rectifying channel, subfamily J, member 3 	21	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.29	-0.29	0.83	NULL
ST6GAL1	ENST00000169298.3	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 	549	1	1	0	0	0	0	0	0	0	mmu-let-7f-5p				-0.29	-0.30	0.56	2009, 2011
POU6F2	ENST00000518318.2	POU class 6 homeobox 2 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.86	NULL
BLOC1S6	ENST00000220531.3	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin 	1754	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.97	2005, 2007, 2009, 2011
SEMA4G	ENST00000210633.3	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G 	1015	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.29	-0.30	0.93	2005, 2007, 2009, 2011
NOVA1	ENST00000465357.2	neuro-oncological ventral antigen 1 	5	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.29	-0.29	0.91	2005, 2007, 2009, 2011
GRPEL2	ENST00000416916.2	GrpE-like 2, mitochondrial (E. coli) 	79	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.29	-0.39	0.80	2009, 2011
COL1A1	ENST00000225964.5	collagen, type I, alpha 1 	73360	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.29	-0.29	0.89	2011
UGCG	ENST00000374279.3	UDP-glucose ceramide glucosyltransferase 	1200	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.30	0.80	NULL
KREMEN1	ENST00000400335.4	kringle containing transmembrane protein 1 	606	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.29	-0.29	> 0.99	2007, 2009, 2011
HAS2	ENST00000303924.4	hyaluronan synthase 2 	398	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.96	2005, 2007, 2009, 2011
DYRK1A	ENST00000339659.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A 	448	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.30	0.77	2005, 2007, 2009, 2011
TSPAN5	ENST00000305798.3	tetraspanin 5 	107	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.92	2011
HDX	ENST00000297977.5	highly divergent homeobox 	20	1	0	1	0	1	0	0	1	0	mmu-let-7i-5p				-0.29	-0.45	> 0.99	2011
ACER2	ENST00000340967.2	alkaline ceramidase 2 	44	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p				-0.29	-0.29	0.97	2007, 2009, 2011
NFXL1	ENST00000381538.3	nuclear transcription factor, X-box binding-like 1 	71	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.89	2009, 2011
BMP5	ENST00000370830.3	bone morphogenetic protein 5 	5	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p				-0.29	-0.29	0.74	NULL
MBTD1	ENST00000586178.1	mbt domain containing 1 	113	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.29	-0.29	0.72	NULL
SLC8A2	ENST00000236877.6	solute carrier family 8 (sodium/calcium exchanger), member 2 	5	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.28	-0.28	0.91	2005, 2007, 2009, 2011
MAP3K3	ENST00000361357.3	mitogen-activated protein kinase kinase kinase 3 	144	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.28	-0.30	0.90	2005, 2007, 2009, 2011
USP6	ENST00000332776.4	ubiquitin specific peptidase 6 (Tre-2 oncogene) 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.28	-0.28	0.74	2005, 2007, 2009, 2011
PMAIP1	ENST00000316660.6	phorbol-12-myristate-13-acetate-induced protein 1 	12503	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.29	0.89	2009, 2011
XK	ENST00000378616.3	X-linked Kx blood group (McLeod syndrome) 	39	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.28	0.91	2011
CHRD	ENST00000204604.1	chordin 	268	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.28	-0.28	0.64	2005, 2007, 2011
GPR137	ENST00000539851.1	G protein-coupled receptor 137 	202	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.28	-0.28	0.51	2003, 2007, 2009, 2011
ACVR1B	ENST00000257963.4	activin A receptor, type IB 	3319	1	0	1	0	0	0	0	0	3	mmu-let-7b-5p				-0.28	-0.28	> 0.99	2005, 2007, 2009, 2011
COL15A1	ENST00000375001.3	collagen, type XV, alpha 1 	371	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.31	0.86	2005, 2007, 2009, 2011
RICTOR	ENST00000357387.3	RPTOR independent companion of MTOR, complex 2 	441	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.30	0.93	2007, 2009, 2011
KIF2A	ENST00000381103.2	kinesin heavy chain member 2A 	905	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.29	0.89	2007
NTN1	ENST00000173229.2	netrin 1 	12	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.28	0.95	2009, 2011
ATXN7L3B	ENST00000519948.2	ataxin 7-like 3B 	55	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.28	-0.28	0.93	2011
TRIB1	ENST00000311922.3	tribbles pseudokinase 1 	313	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.30	0.94	2005, 2007, 2009, 2011
SLC6A15	ENST00000309283.7	solute carrier family 6 (neutral amino acid transporter), member 15 	508	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.28	0.91	2011
COL9A3	ENST00000343916.3	collagen, type IX, alpha 3 	37	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.28	0.77	2009, 2011
EPHA4	ENST00000281821.2	EPH receptor A4 	64	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.29	0.89	2005, 2007, 2009, 2011
MIEF1	ENST00000325301.2	mitochondrial elongation factor 1 	2319	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.28	-0.37	0.97	2007, 2009, 2011
USP47	ENST00000339865.5	ubiquitin specific peptidase 47 	665	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.28	-0.33	0.96	2007, 2009, 2011
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.28	-0.28	> 0.99	2005, 2007, 2009, 2011
RASL10B	ENST00000268864.3	RAS-like, family 10, member B 	1495	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.28	-0.28	0.98	2011
FAM160B2	ENST00000289921.7	family with sequence similarity 160, member B2 	803	1	0	0	1	1	1	0	0	0	mmu-let-7d-5p				-0.28	-0.28	0.92	2005, 2007, 2009, 2011
SRGAP3	ENST00000383836.3	SLIT-ROBO Rho GTPase activating protein 3 	38	1	0	0	1	0	0	0	0	0	mmu-miR-98-5p				-0.28	-0.28	0.95	2005, 2007, 2009, 2011
ARL5A	ENST00000295087.8	ADP-ribosylation factor-like 5A 	112	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.28	-0.37	0.95	2007, 2009, 2011
ITGB8	ENST00000222573.4	integrin, beta 8 	17	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.28	-0.36	0.91	2007, 2009, 2011
TXLNA	ENST00000373610.3	taxilin alpha 	564	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.28	-0.29	0.91	2009, 2011
TRPM6	ENST00000360774.1	transient receptor potential cation channel, subfamily M, member 6 	21	1	0	0	1	0	0	0	0	0	mmu-miR-98-5p				-0.28	-0.28	0.85	2005, 2007, 2009, 2011
SLC26A9	ENST00000367135.3	solute carrier family 26 (anion exchanger), member 9 	18	1	0	1	0	0	0	0	0	2	mmu-let-7a-5p				-0.28	-0.28	0.39	2005, 2007
XKR7	ENST00000562532.2	XK, Kell blood group complex subunit-related family, member 7 	5	1	1	0	0	0	0	0	0	1	mmu-let-7b-5p				-0.28	-0.28	0.96	NULL
ZNF362	ENST00000539719.1	zinc finger protein 362 	27	1	0	1	0	1	0	1	0	0	mmu-let-7b-5p				-0.27	-0.29	0.56	2007, 2009, 2011
SP8	ENST00000418710.2	Sp8 transcription factor 	95	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.27	-0.29	0.84	2007, 2009, 2011
ZNF202	ENST00000336139.4	zinc finger protein 202 	704	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	< 0.1	2011
STXBP5	ENST00000367481.3	syntaxin binding protein 5 (tomosyn) 	555	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.27	-0.28	0.83	2009, 2011
IRF4	ENST00000380956.4	interferon regulatory factor 4 	10	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.27	-0.27	0.82	2009, 2011
SLCO5A1	ENST00000260126.4	solute carrier organic anion transporter family, member 5A1 	9	1	0	0	1	1	0	0	1	1	mmu-let-7d-5p				-0.27	-0.27	0.81	2005, 2007, 2009, 2011
EDEM3	ENST00000318130.8	ER degradation enhancer, mannosidase alpha-like 3 	535	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.27	-0.34	0.96	2007, 2009, 2011
PARP8	ENST00000503750.2	poly (ADP-ribose) polymerase family, member 8 	80	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p				-0.27	-0.44	0.96	2011
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.93	2007, 2009, 2011
AGO4	ENST00000373210.3	argonaute RISC catalytic component 4 	96	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p				-0.27	-0.28	0.89	2005, 2007, 2009, 2011
POGZ	ENST00000392723.1	pogo transposable element with ZNF domain 	170	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.92	2005, 2007, 2009, 2011
UNC5A	ENST00000261961.3	unc-5 homolog A (C. elegans) 	7	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.37	2007, 2009, 2011
LBH	ENST00000406087.1	limb bud and heart development 	1956	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.94	2005, 2007, 2009, 2011
CRB2	ENST00000373631.3	crumbs homolog 2 (Drosophila) 	8	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.27	-0.27	0.94	2009, 2011
ATP8B4	ENST00000284509.6	ATPase, class I, type 8B, member 4 	5	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p				-0.27	-0.27	0.84	2009, 2011
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	0	1	1	0	0	1	1	mmu-let-7d-5p				-0.27	-0.30	0.79	2007, 2009, 2011
PLXNA4	ENST00000321063.4	plexin A4 	9	2	0	1	1	0	0	0	0	1	mmu-let-7d-5p				-0.27	-0.37	> 0.99	2009, 2011
KCNC1	ENST00000379472.3	potassium voltage-gated channel, Shaw-related subfamily, member 1 	42	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.27	-0.27	0.83	2009, 2011
DAGLA	ENST00000257215.5	diacylglycerol lipase, alpha 	1262	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.96	2007, 2009, 2011
TMTC3	ENST00000266712.6	transmembrane and tetratricopeptide repeat containing 3 	406	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.27	-0.28	0.83	2011
GTF2I	ENST00000416070.1	general transcription factor IIi 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.75	2011
PIAS4	ENST00000262971.2	protein inhibitor of activated STAT, 4 	521	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.27	-0.27	> 0.99	NULL
DTX4	ENST00000227451.3	deltex homolog 4 (Drosophila) 	5	2	1	0	1	0	0	0	0	0	mmu-miR-98-5p				-0.27	-0.27	0.93	2009, 2011
CRY2	ENST00000443527.2	cryptochrome 2 (photolyase-like) 	63	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.27	-0.27	0.90	2005, 2007, 2009, 2011
ATG16L1	ENST00000392017.4	autophagy related 16-like 1 (S. cerevisiae) 	552	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.27	-0.27	0.90	2007, 2009, 2011
C6orf211	ENST00000367294.3	chromosome 6 open reading frame 211 	65	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.33	0.93	2005, 2007
KPNA1	ENST00000344337.6	karyopherin alpha 1 (importin alpha 5) 	1030	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p				-0.26	-0.34	0.93	2007, 2009, 2011
CYTH3	ENST00000350796.3	cytohesin 3 	248	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.28	0.93	2005, 2007, 2009, 2011
SPAG7	ENST00000575142.1	sperm associated antigen 7 	4355	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.26	-0.26	< 0.1	NULL
RORC	ENST00000356728.6	RAR-related orphan receptor C 	42	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.93	2005, 2007, 2009, 2011
APBA1	ENST00000265381.4	amyloid beta (A4) precursor protein-binding, family A, member 1 	12	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.26	-0.26	0.92	2011
GABPA	ENST00000354828.3	GA binding protein transcription factor, alpha subunit 60kDa 	8	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p				-0.26	-0.27	0.86	2007, 2009, 2011
MMP11	ENST00000215743.3	matrix metallopeptidase 11 (stromelysin 3) 	1719	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.93	2007, 2009, 2011
RNF38	ENST00000259605.6	ring finger protein 38 	348	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.28	0.89	2005, 2007, 2009, 2011
EDEM1	ENST00000256497.4	ER degradation enhancer, mannosidase alpha-like 1 	948	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.26	-0.27	0.94	2009, 2011
ATP2B4	ENST00000367218.3	ATPase, Ca++ transporting, plasma membrane 4 	7311	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.26	-0.26	0.94	2005, 2007, 2009, 2011
BCAP29	ENST00000005259.4	B-cell receptor-associated protein 29 	326	1	0	0	1	0	0	0	0	0	mmu-let-7g-5p				-0.26	-0.27	0.95	2007, 2009, 2011
MVB12B	ENST00000361171.3	multivesicular body subunit 12B 	29	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.86	2007, 2009, 2011
STAB2	ENST00000388887.2	stabilin 2 	5	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.26	-0.26	0.84	2005, 2007, 2009, 2011
NAA20	ENST00000310450.4	N(alpha)-acetyltransferase 20, NatB catalytic subunit 	1586	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	< 0.1	NULL
UTRN	ENST00000367545.3	utrophin 	87	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.27	0.95	2007, 2009, 2011
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.26	-0.31	0.96	2005, 2007, 2009, 2011
TNFAIP3	ENST00000237289.4	tumor necrosis factor, alpha-induced protein 3 	150	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.26	-0.29	0.73	2009, 2011
VASH2	ENST00000366968.4	vasohibin 2 	70	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.27	0.95	2007, 2009, 2011
RUNX1T1	ENST00000523629.1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	9	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.26	-0.26	0.90	2011
DLGAP4	ENST00000373913.3	discs, large (Drosophila) homolog-associated protein 4 	1188	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.32	0.94	2011
ZBTB5	ENST00000307750.4	zinc finger and BTB domain containing 5 	281	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.26	-0.30	0.83	2005, 2007, 2009, 2011
INPP5A	ENST00000368594.3	inositol polyphosphate-5-phosphatase, 40kDa 	243	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.83	2005, 2007, 2009, 2011
SLC9A9	ENST00000316549.6	solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.91	2005, 2007, 2009, 2011
SLC10A7	ENST00000264986.3	solute carrier family 10, member 7 	77	1	0	1	0	2	0	0	2	0	mmu-let-7d-5p				-0.26	-0.60	0.97	2011
C9orf41	ENST00000376834.3	chromosome 9 open reading frame 41 	248	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.26	-0.26	0.45	NULL
KLHL13	ENST00000371882.1	kelch-like family member 13 	13	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.71	2005, 2007
SLC30A1	ENST00000367001.4	solute carrier family 30 (zinc transporter), member 1 	831	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.37	0.95	NULL
ITSN1	ENST00000379960.5	intersectin 1 (SH3 domain protein) 	194	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.82	2005, 2007
PANX2	ENST00000159647.5	pannexin 2 	169	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.93	2005, 2007, 2009, 2011
ADAMTS14	ENST00000373208.1	ADAM metallopeptidase with thrombospondin type 1 motif, 14 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.26	-0.26	0.92	2007, 2009, 2011
SLC7A14	ENST00000231706.5	solute carrier family 7, member 14 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.95	2011
BCAT1	ENST00000261192.7	branched chain amino-acid transaminase 1, cytosolic 	1346	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p				-0.25	-0.56	0.98	2009, 2011
FBXO32	ENST00000517956.1	F-box protein 32 	500	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.25	-0.43	> 0.99	2011
MBTPS2	ENST00000379484.5	membrane-bound transcription factor peptidase, site 2 	1711	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.25	-0.25	0.70	2011
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p				-0.25	-0.31	0.38	NULL
SYT1	ENST00000457153.2	synaptotagmin I 	13	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.89	2005, 2007, 2009, 2011
FSD2	ENST00000334574.8	fibronectin type III and SPRY domain containing 2 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.88	NULL
CCDC177	ENST00000599174.1	Homo sapiens coiled-coil domain containing 177 (CCDC177), mRNA. 	0	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.25	-0.25	0.73	NULL
OSBPL3	ENST00000313367.2	oxysterol binding protein-like 3 	200	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p				-0.25	-0.30	> 0.99	2005, 2007, 2009, 2011
INSR	ENST00000341500.5	insulin receptor 	577	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p				-0.25	-0.28	0.96	2007, 2009, 2011
ATXN7L3	ENST00000454077.2	ataxin 7-like 3 	43	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.79	2011
RCN1	ENST00000054950.3	reticulocalbin 1, EF-hand calcium binding domain 	213	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.75	2009, 2011
ZBTB10	ENST00000430430.1	zinc finger and BTB domain containing 10 	113	2	0	1	1	1	1	0	0	0	mmu-let-7d-5p				-0.25	-0.60	0.99	2005, 2007, 2011
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	1	0	1	0	0	1	1	mmu-let-7d-5p				-0.25	-0.26	0.42	2011
NLRC5	ENST00000436936.1	NLR family, CARD domain containing 5 	47	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.27	0.67	2009, 2011
INTU	ENST00000335251.6	inturned planar cell polarity protein 	105	1	0	0	1	1	1	0	0	0	mmu-let-7d-5p				-0.25	-0.39	0.69	NULL
SRR	ENST00000344595.5	serine racemase 	95	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.25	-0.25	< 0.1	NULL
KLF9	ENST00000377126.2	Kruppel-like factor 9 	20	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.25	-0.38	0.86	2005, 2007, 2009, 2011
TRANK1	ENST00000428977.2	tetratricopeptide repeat and ankyrin repeat containing 1 	140	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.95	2009, 2011
DMP1	ENST00000339673.6	dentin matrix acidic phosphoprotein 1 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.94	2005, 2007, 2009, 2011
COL24A1	ENST00000370571.2	collagen, type XXIV, alpha 1 	5	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.91	2005, 2007, 2009, 2011
FGD6	ENST00000343958.4	FYVE, RhoGEF and PH domain containing 6 	21	1	1	0	0	1	1	0	0	0	mmu-let-7d-5p				-0.25	-0.36	0.96	2009, 2011
DLC1	ENST00000276297.4	deleted in liver cancer 1 	970	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.35	> 0.99	2005, 2007, 2009, 2011
LSM11	ENST00000286307.5	LSM11, U7 small nuclear RNA associated 	1458	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.25	-0.26	0.96	2005, 2007, 2009, 2011
PCYT1B	ENST00000379145.1	phosphate cytidylyltransferase 1, choline, beta 	5	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.25	-0.25	0.88	2007, 2009, 2011
