Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
USP49	ENST00000394253.3	ubiquitin specific peptidase 49 	44	2	0	2	0	0	mmu-miR-483-5p				-0.02	-0.14	N/A
LRIG3	ENST00000379141.4	leucine-rich repeats and immunoglobulin-like domains 3 	366	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.27	N/A
LMOD1	ENST00000367288.4	leiomodin 1 (smooth muscle) 	148	1	1	0	0	0	mmu-miR-483-5p				-0.01	-0.52	N/A
SSPN	ENST00000242729.2	sarcospan 	25	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.26	N/A
DNAL1	ENST00000553645.2	dynein, axonemal, light chain 1 	81	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.26	N/A
TBC1D16	ENST00000310924.2	TBC1 domain family, member 16 	556	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.22	N/A
CHML	ENST00000366553.1	choroideremia-like (Rab escort protein 2) 	140	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.23	N/A
RAB3C	ENST00000282878.4	RAB3C, member RAS oncogene family 	242	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.20	N/A
MSL2	ENST00000309993.2	male-specific lethal 2 homolog (Drosophila) 	175	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.19	N/A
POP4	ENST00000221770.3	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae) 	985	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.34	N/A
GTF2F2	ENST00000340473.6	general transcription factor IIF, polypeptide 2, 30kDa 	803	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.24	N/A
PTPRT	ENST00000373187.1	protein tyrosine phosphatase, receptor type, T 	5	1	0	0	1	1	mmu-miR-483-5p				-0.01	-0.01	N/A
PSD4	ENST00000441564.3	pleckstrin and Sec7 domain containing 4 	72	1	1	0	0	0	mmu-miR-483-5p				-0.01	-0.15	N/A
IGF2R	ENST00000356956.1	insulin-like growth factor 2 receptor 	46	1	0	1	0	1	mmu-miR-483-5p				-0.01	-0.22	N/A
PHF21A	ENST00000257821.4	PHD finger protein 21A 	301	1	0	0	1	1	mmu-miR-483-5p				-0.01	-0.15	N/A
DUSP10	ENST00000366899.3	dual specificity phosphatase 10 	70	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.30	N/A
TMEM167A	ENST00000502346.1	transmembrane protein 167A 	1029	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.25	N/A
DSC3	ENST00000434452.1	desmocollin 3 	390	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.29	N/A
ALX1	ENST00000316824.3	ALX homeobox 1 	37	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.22	N/A
NSL1	ENST00000422588.2	NSL1, MIS12 kinetochore complex component 	180	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.14	N/A
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.04	N/A
SNX6	ENST00000396526.3	sorting nexin 6 	254	1	1	0	0	0	mmu-miR-483-5p				-0.01	-0.45	N/A
NFATC4	ENST00000413692.2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 	73	1	0	0	1	0	mmu-miR-483-5p				-0.01	-0.11	N/A
GADD45GIP1	ENST00000316939.1	growth arrest and DNA-damage-inducible, gamma interacting protein 1 	981	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.07	N/A
CEP63	ENST00000337090.3	centrosomal protein 63kDa 	191	1	1	0	0	0	mmu-miR-483-5p				-0.01	-0.27	N/A
SLC44A1	ENST00000374720.3	solute carrier family 44 (choline transporter), member 1 	407	2	0	0	2	0	mmu-miR-483-5p				-0.01	-0.11	N/A
AK1	ENST00000373176.1	adenylate kinase 1 	1343	1	0	1	0	0	mmu-miR-483-5p				-0.01	-0.16	N/A
SRD5A1	ENST00000274192.5	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) 	2684	1	1	0	0	0	mmu-miR-483-5p				0	-0.70	N/A
DICER1	ENST00000541352.1	dicer 1, ribonuclease type III 	25	1	0	1	0	0	mmu-miR-483-5p				0	-0.04	N/A
CSRP2BP	ENST00000435364.3	CSRP2 binding protein 	408	1	0	1	0	0	mmu-miR-483-5p				0	-0.19	N/A
DIMT1	ENST00000199320.4	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae) 	481	1	0	1	0	0	mmu-miR-483-5p				0	-0.46	N/A
BTG1	ENST00000256015.3	B-cell translocation gene 1, anti-proliferative 	1677	1	0	1	0	0	mmu-miR-483-5p				0	-0.27	N/A
GEMIN7	ENST00000270257.4	gem (nuclear organelle) associated protein 7 	329	1	0	0	1	0	mmu-miR-483-5p				0	-0.28	N/A
BOD1	ENST00000311086.4	biorientation of chromosomes in cell division 1 	1465	1	0	1	0	0	mmu-miR-483-5p				0	-0.30	N/A
TUSC2	ENST00000232496.4	tumor suppressor candidate 2 	611	1	0	1	0	0	mmu-miR-483-5p				0	-0.16	N/A
ECHS1	ENST00000368547.3	enoyl CoA hydratase, short chain, 1, mitochondrial 	2359	1	0	1	0	0	mmu-miR-483-5p				0	-0.41	N/A
SART3	ENST00000228284.3	squamous cell carcinoma antigen recognized by T cells 3 	469	1	0	0	1	0	mmu-miR-483-5p				0	-0.18	N/A
ECHDC3	ENST00000379215.4	enoyl CoA hydratase domain containing 3 	315	1	0	0	1	0	mmu-miR-483-5p				0	-0.28	N/A
ABHD5	ENST00000458276.2	abhydrolase domain containing 5 	884	1	0	1	0	0	mmu-miR-483-5p				0	-0.21	N/A
FAM47E-STBD1	ENST00000237642.6	FAM47E-STBD1 readthrough 	503	1	0	0	1	0	mmu-miR-483-5p				0	-0.24	N/A
AGPS	ENST00000264167.4	alkylglycerone phosphate synthase 	1610	1	0	1	0	0	mmu-miR-483-5p				0	-0.22	N/A
PAK4	ENST00000599386.1	p21 protein (Cdc42/Rac)-activated kinase 4 	130	1	0	1	0	1	mmu-miR-483-5p				0	-0.05	N/A
F7	ENST00000375581.3	coagulation factor VII (serum prothrombin conversion accelerator) 	458	1	0	1	0	0	mmu-miR-483-5p				0	-0.17	N/A
UQCC1	ENST00000349714.5	ubiquinol-cytochrome c reductase complex assembly factor 1 	500	1	0	1	0	1	mmu-miR-483-5p				0	-0.04	N/A
CHRNA5	ENST00000299565.5	cholinergic receptor, nicotinic, alpha 5 (neuronal) 	903	1	0	1	0	0	mmu-miR-483-5p				0	-0.32	N/A
DIRC2	ENST00000261038.5	disrupted in renal carcinoma 2 	1041	1	0	1	0	0	mmu-miR-483-5p				0	-0.27	N/A
KRTAP4-5	ENST00000343246.4	keratin associated protein 4-5 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.60	N/A
UBE2K	ENST00000261427.5	ubiquitin-conjugating enzyme E2K 	762	1	0	0	1	0	mmu-miR-483-5p				0	-0.14	N/A
AGFG2	ENST00000262935.4	ArfGAP with FG repeats 2 	3985	1	0	0	1	0	mmu-miR-483-5p				0	-0.22	N/A
SGSM2	ENST00000426855.2	small G protein signaling modulator 2 	381	1	1	0	0	0	mmu-miR-483-5p				0	-0.18	N/A
TMEM106B	ENST00000396667.3	transmembrane protein 106B 	615	1	0	0	1	0	mmu-miR-483-5p				0	-0.09	N/A
C1QA	ENST00000374642.3	complement component 1, q subcomponent, A chain 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.35	N/A
DEFB105B	ENST00000335510.6	defensin, beta 105B 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.35	N/A
SLC22A18AS	ENST00000533594.1	solute carrier family 22 (organic cation transporter), member 18 antisense 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.34	N/A
DEFB105A	ENST00000334773.6	defensin, beta 105A 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.34	N/A
AC005003.1	ENST00000504184.2	CDNA FLJ20464 fis, clone KAT06158; HCG1777549; Uncharacterized protein  	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.28	N/A
LAPTM5	ENST00000294507.3	lysosomal protein transmembrane 5 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.28	N/A
CDNF	ENST00000378442.1	cerebral dopamine neurotrophic factor 	6	1	0	1	0	0	mmu-miR-483-5p				0	-0.30	N/A
EGF	ENST00000265171.5	epidermal growth factor 	5	1	0	0	1	0	mmu-miR-483-5p				0	-0.19	N/A
KCNAB1	ENST00000302490.8	potassium voltage-gated channel, shaker-related subfamily, beta member 1 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.21	N/A
PRPH2	ENST00000230381.5	peripherin 2 (retinal degeneration, slow) 	5	1	0	0	1	0	mmu-miR-483-5p				0	-0.23	N/A
DNASE1L3	ENST00000486455.1	deoxyribonuclease I-like 3 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.20	N/A
PLA2G5	ENST00000375108.3	phospholipase A2, group V 	5	1	0	0	1	0	mmu-miR-483-5p				0	-0.21	N/A
MORC1	ENST00000232603.5	MORC family CW-type zinc finger 1 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.18	N/A
ARPC4	ENST00000397261.3	actin related protein 2/3 complex, subunit 4, 20kDa 	2513	1	0	1	0	0	mmu-miR-483-5p				0	-0.14	N/A
CELF5	ENST00000541430.2	CUGBP, Elav-like family member 5 	5	1	0	0	1	0	mmu-miR-483-5p				0	-0.15	N/A
SHROOM4	ENST00000376020.2	shroom family member 4 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.17	N/A
ATIC	ENST00000236959.9	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase 	5791	1	0	1	0	0	mmu-miR-483-5p				0	-0.33	N/A
C3orf36	ENST00000408895.2	chromosome 3 open reading frame 36 	8	1	0	1	0	0	mmu-miR-483-5p				0	-0.29	N/A
GATSL2	ENST00000426327.3	GATS protein-like 2 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.09	N/A
LMAN2	ENST00000515209.1	lectin, mannose-binding 2 	2441	1	0	1	0	0	mmu-miR-483-5p				0	-0.27	N/A
HIRIP3	ENST00000564026.1	HIRA interacting protein 3 	4526	1	0	1	0	0	mmu-miR-483-5p				0	-0.29	N/A
GRAP2	ENST00000344138.4	GRB2-related adaptor protein 2 	5	1	0	1	0	0	mmu-miR-483-5p				0	-0.09	N/A
DNAH17	ENST00000585328.1	dynein, axonemal, heavy chain 17 	20	1	0	1	0	0	mmu-miR-483-5p				0	-0.16	N/A
LRP8	ENST00000306052.6	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor 	16	1	0	0	1	1	mmu-miR-483-5p				0	-0.14	N/A
BIRC3	ENST00000532808.1	baculoviral IAP repeat containing 3 	9	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
GADD45G	ENST00000252506.6	growth arrest and DNA-damage-inducible, gamma 	155	1	0	0	1	0	mmu-miR-483-5p				0	-0.20	N/A
ZC3H8	ENST00000409573.2	zinc finger CCCH-type containing 8 	216	1	0	1	0	0	mmu-miR-483-5p				0	-0.29	N/A
SPRED1	ENST00000299084.4	sprouty-related, EVH1 domain containing 1 	547	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
GPR56	ENST00000388812.4	G protein-coupled receptor 56 	44	1	0	1	0	0	mmu-miR-483-5p				0	-0.19	N/A
PABPC1L2B	ENST00000373521.2	poly(A) binding protein, cytoplasmic 1-like 2B 	5	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
TRAF3IP1	ENST00000373327.4	TNF receptor-associated factor 3 interacting protein 1 	105	1	0	1	0	0	mmu-miR-483-5p				0	-0.21	N/A
FSD2	ENST00000334574.8	fibronectin type III and SPRY domain containing 2 	5	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
C2orf72	ENST00000373640.4	chromosome 2 open reading frame 72 	3885	1	0	1	0	0	mmu-miR-483-5p				0	-0.29	N/A
PDHB	ENST00000474765.1	pyruvate dehydrogenase (lipoamide) beta 	1549	1	0	1	0	0	mmu-miR-483-5p				0	-0.16	N/A
BAZ2B	ENST00000392782.1	bromodomain adjacent to zinc finger domain, 2B 	25	1	0	1	0	0	mmu-miR-483-5p				0	-0.09	N/A
PABPC1L2A	ENST00000373519.1	poly(A) binding protein, cytoplasmic 1-like 2A 	5	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
ADIPOR2	ENST00000357103.4	adiponectin receptor 2 	138	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
BSDC1	ENST00000341071.7	BSD domain containing 1 	714	1	0	1	0	0	mmu-miR-483-5p				0	-0.13	N/A
ELK1	ENST00000247161.3	ELK1, member of ETS oncogene family 	11	1	0	1	0	0	mmu-miR-483-5p				0	-0.06	N/A
SGIP1	ENST00000371036.3	SH3-domain GRB2-like (endophilin) interacting protein 1 	180	1	1	0	0	0	mmu-miR-483-5p				0	-0.25	N/A
NCAPD3	ENST00000534548.2	non-SMC condensin II complex, subunit D3 	990	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
RNF169	ENST00000299563.4	ring finger protein 169 	204	1*	0	0	0	0	mmu-miR-483-5p				0	0	N/A
JAKMIP2	ENST00000507386.1	janus kinase and microtubule interacting protein 2 	26	1	0	1	0	0	mmu-miR-483-5p				0	-0.27	N/A
LUC7L	ENST00000337351.4	LUC7-like (S. cerevisiae) 	898	1	0	1	0	0	mmu-miR-483-5p				0	-0.23	N/A
